customerid,customername,region,orderid,OrderDate,totalamount
KH00996,Bui Thi Lan,Hai Phong,OD01217,2024-02-12,92
KH00879,Vu Minh Quan,Ða Nang,OD05357,2024-02-08,62
KH00528,Huynh Thi Thu Ha,Ha Noi,OD07747,2024-06-02,37
KH00737,Ðang Thi Hanh,Ho Chi Minh,OD00400,2024-05-02,53
KH00307,Cao Minh Tam,Ha Noi,OD02083,2024-07-17,33
KH00071,Cao Minh Tam,Ha Noi,OD03756,2024-02-17,21
KH00839,Huynh Thi Thu Ha,Hai Phong,OD07208,2024-01-09,91
KH00632,Vu Minh Quan,Can Tho,OD00877,2024-08-03,36
KH00937,Tran Thi Bich Ngoc,Ha Noi,OD05580,2024-04-06,21
KH00411,Nguyen Van An,Ho Chi Minh,OD01249,2024-04-28,23
KH00742,Ly Thi Kim Chi,Ða Nang,OD07069,2024-08-24,15
KH00160,Tran Thi Bich Ngoc,Ho Chi Minh,OD04547,2024-10-25,93
KH00612,Le Minh Hoang,Ha Noi,OD06813,2024-01-14,36
KH00589,Phan Thi Mai,Hai Phong,OD04234,2024-07-10,38
KH00114,Tran Thi Bich Ngoc,Ho Chi Minh,OD05010,2024-08-05,6
KH00597,Phan Thi Mai,Can Tho,OD07997,2024-07-31,46
KH00633,Pham Thi Thanh Huong,Can Tho,OD03133,2024-09-29,35
KH00706,Nguyen Van An,Hai Phong,OD06481,2024-04-09,20
KH00777,Ly Thi Kim Chi,Hai Phong,OD03004,2024-02-05,87
KH00309,Phan Thi Mai,Ða Nang,OD02455,2024-01-03,37
KH00739,Bui Thi Lan,Ha Noi,OD01337,2024-10-03,66
KH00210,Tran Thi Bich Ngoc,Ða Nang,OD04581,2024-07-27,89
KH00038,Ðang Thi Hanh,Hai Phong,OD02903,2024-11-29,37
KH00736,Ðo Hoang Anh,Hai Phong,OD06730,2024-04-06,78
KH00313,Pham Thi Thanh Huong,Ða Nang,OD00263,2024-12-07,78
KH00040,Nguyen Van An,Ða Nang,OD03724,2024-07-07,88
KH00834,Hoang Van Tien,Ða Nang,OD00028,2024-04-30,30
KH00986,Phan Thi Mai,Ho Chi Minh,OD05034,2024-03-14,68
KH00878,Vu Minh Quan,Ða Nang,OD07318,2024-07-19,15
KH00157,Vu Minh Quan,Ða Nang,OD06346,2024-11-12,73
KH00380,Tran Thi Bich Ngoc,Can Tho,OD06828,2024-08-19,29
KH00693,Vu Minh Quan,Ða Nang,OD02556,2024-11-19,75
KH00186,Cao Minh Tam,Ða Nang,OD05643,2024-11-16,48
KH00776,Ðo Hoang Anh,Ða Nang,OD06528,2024-09-14,14
KH00891,Le Minh Hoang,Ða Nang,OD00500,2024-02-22,12
KH00718,Pham Thi Thanh Huong,Hai Phong,OD00619,2024-01-01,46
KH00136,Ngo Van Long,Ha Noi,OD01644,2024-11-23,35
KH00713,Cao Minh Tam,Ha Noi,OD06791,2024-10-02,27
KH00264,Bui Thi Lan,Can Tho,OD00234,2024-09-28,62
KH00305,Ngo Van Long,Hai Phong,OD03643,2024-03-14,76
KH00221,Phan Thi Mai,Ða Nang,OD02639,2024-02-10,100
KH00316,Nguyen Van An,Ða Nang,OD00547,2024-03-24,75
KH00807,Le Minh Hoang,Ha Noi,OD01335,2024-02-04,3
KH00020,Tran Thi Bich Ngoc,Ða Nang,OD06474,2024-04-08,2
KH00770,Phan Thi Mai,Ða Nang,OD03767,2024-03-17,77
KH00993,Nguyen Van An,Ha Noi,OD06327,2024-04-16,9
KH00794,Ly Thi Kim Chi,Hai Phong,OD05468,2024-05-05,42
KH00511,Ðo Hoang Anh,Can Tho,OD07305,2024-02-21,65
KH00600,Le Minh Hoang,Hai Phong,OD05863,2024-10-26,93
KH00234,Huynh Thi Thu Ha,Hai Phong,OD03499,2024-05-10,88
KH00351,Vu Minh Quan,Can Tho,OD03259,2024-10-12,32
KH00669,Ðo Hoang Anh,Can Tho,OD02755,2024-11-06,80
KH00673,Ngo Van Long,Hai Phong,OD00935,2024-01-02,13
KH00960,Ðang Thi Hanh,Hai Phong,OD03169,2024-08-07,26
KH00890,Le Minh Hoang,Ha Noi,OD04148,2024-08-10,24
KH00664,Bui Thi Lan,Ha Noi,OD07109,2024-01-17,14
KH00029,Le Minh Hoang,Can Tho,OD05827,2024-05-07,54
KH00133,Bui Thi Lan,Ha Noi,OD00772,2024-08-11,67
KH00451,Ngo Van Long,Ho Chi Minh,OD07290,2024-04-22,65
KH00113,Ly Thi Kim Chi,Ha Noi,OD06305,2024-05-05,80
KH00361,Ðang Thi Hanh,Can Tho,OD06210,2024-05-16,85
KH00482,Ngo Van Long,Ha Noi,OD00441,2024-11-01,99
KH00684,Pham Thi Thanh Huong,Ða Nang,OD05805,2024-07-27,100
KH00153,Pham Thi Thanh Huong,Ha Noi,OD06310,2024-01-10,32
KH00745,Pham Thi Thanh Huong,Can Tho,OD04377,2024-05-22,25
KH00817,Ðo Hoang Anh,Hai Phong,OD06775,2024-04-02,41
KH00969,Bui Thi Lan,Ða Nang,OD02446,2024-10-02,74
KH00495,Hoang Van Tien,Hai Phong,OD01866,2024-09-22,3
KH00724,Hoang Van Tien,Ha Noi,OD02179,2024-05-10,8
KH00382,Huynh Thi Thu Ha,Ða Nang,OD04939,2024-09-10,80
KH00177,Huynh Thi Thu Ha,Ha Noi,OD06804,2024-11-16,40
KH00346,Bui Thi Lan,Ho Chi Minh,OD07831,2024-03-30,16
KH00767,Phan Thi Mai,Ða Nang,OD05477,2024-10-01,81
KH00792,Cao Minh Tam,Ha Noi,OD03594,2024-10-02,34
KH00674,Ðo Hoang Anh,Can Tho,OD01577,2023-12-26,1
KH00086,Ngo Van Long,Ða Nang,OD00947,2024-04-17,24
KH00096,Ðang Thi Hanh,Ho Chi Minh,OD03930,2024-03-27,82
KH00183,Ðang Thi Hanh,Ha Noi,OD05692,2024-08-30,32
KH00805,Bui Thi Lan,Can Tho,OD02814,2024-04-28,40
KH00704,Ly Thi Kim Chi,Ha Noi,OD02810,2024-08-02,9
KH00400,Bui Thi Lan,Hai Phong,OD05387,2024-11-21,59
KH00416,Vu Minh Quan,Ha Noi,OD01487,2024-06-02,38
KH00230,Ðo Hoang Anh,Can Tho,OD05922,2024-01-16,33
KH00773,Ðang Thi Hanh,Ho Chi Minh,OD01664,2024-10-21,66
KH00011,Nguyen Van An,Ða Nang,OD03122,2024-11-14,7
KH00331,Bui Thi Lan,Hai Phong,OD00899,2024-03-12,79
KH00473,Ly Thi Kim Chi,Ða Nang,OD05017,2024-12-04,37
KH00873,Phan Thi Mai,Hai Phong,OD04976,2024-04-25,98
KH00657,Nguyen Van An,Ha Noi,OD04419,2024-02-10,8
KH00223,Pham Thi Thanh Huong,Ha Noi,OD05237,2024-02-28,77
KH00965,Ly Thi Kim Chi,Can Tho,OD02359,2024-10-18,80
KH00899,Phan Thi Mai,Ha Noi,OD06069,2024-05-20,21
KH00644,Nguyen Van An,Ho Chi Minh,OD03311,2024-05-15,66
KH00690,Hoang Van Tien,Can Tho,OD01180,2024-02-24,40
KH00352,Pham Thi Thanh Huong,Ða Nang,OD06090,2024-12-14,36
KH00757,Ðo Hoang Anh,Ha Noi,OD02018,2024-11-14,29
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD00534,2024-01-05,22
KH00881,Ngo Van Long,Ho Chi Minh,OD06375,2024-01-08,40
KH00701,Ðo Hoang Anh,Hai Phong,OD00174,2024-01-12,88
KH00190,Le Minh Hoang,Ho Chi Minh,OD04595,2024-01-19,51
KH00039,Bui Thi Lan,Ða Nang,OD00984,2024-09-22,15
KH00933,Le Minh Hoang,Ho Chi Minh,OD00590,2024-08-13,66
KH00910,Tran Thi Bich Ngoc,Ha Noi,OD01171,2024-03-31,37
KH00087,Vu Minh Quan,Ða Nang,OD04055,2024-12-03,100
KH00247,Ðo Hoang Anh,Ða Nang,OD02696,2024-06-15,83
KH00758,Le Minh Hoang,Ho Chi Minh,OD02440,2024-09-30,50
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD06088,2024-12-11,25
KH00561,Ðo Hoang Anh,Hai Phong,OD02345,2024-03-15,74
KH00846,Le Minh Hoang,Can Tho,OD03484,2023-12-26,22
KH00928,Phan Thi Mai,Ho Chi Minh,OD07014,2024-10-05,99
KH00552,Cao Minh Tam,Hai Phong,OD04536,2024-01-19,96
KH00187,Le Minh Hoang,Hai Phong,OD07187,2024-09-23,10
KH00479,Hoang Van Tien,Hai Phong,OD00342,2024-08-08,71
KH00510,Hoang Van Tien,Ho Chi Minh,OD03375,2024-05-26,96
KH00923,Ngo Van Long,Ha Noi,OD02027,2024-12-04,7
KH00166,Tran Thi Bich Ngoc,Ho Chi Minh,OD01878,2024-11-27,21
KH00523,Tran Thi Bich Ngoc,Ha Noi,OD02136,2024-10-26,54
KH00932,Phan Thi Mai,Ho Chi Minh,OD05882,2024-11-25,86
KH00292,Huynh Thi Thu Ha,Can Tho,OD02645,2024-02-26,65
KH00955,Phan Thi Mai,Hai Phong,OD06510,2024-11-10,80
KH00432,Pham Thi Thanh Huong,Ho Chi Minh,OD00138,2024-08-08,14
KH00082,Phan Thi Mai,Ða Nang,OD01526,2024-04-16,24
KH00654,Tran Thi Bich Ngoc,Can Tho,OD05418,2024-11-30,64
KH00041,Bui Thi Lan,Ða Nang,OD02166,2024-05-07,82
KH00567,Nguyen Van An,Ða Nang,OD05812,2024-09-12,72
KH00915,Ngo Van Long,Ho Chi Minh,OD06201,2024-05-02,11
KH00336,Huynh Thi Thu Ha,Hai Phong,OD05684,2024-10-22,34
KH00401,Tran Thi Bich Ngoc,Hai Phong,OD00197,2024-11-12,63
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD07895,2024-11-30,1
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD01933,2024-03-11,27
KH00945,Nguyen Van An,Can Tho,OD05408,2024-10-22,12
KH00529,Huynh Thi Thu Ha,Ha Noi,OD04162,2024-05-13,32
KH00908,Nguyen Van An,Hai Phong,OD06301,2024-05-27,69
KH00280,Huynh Thi Thu Ha,Can Tho,OD03050,2024-04-18,56
KH00569,Nguyen Van An,Ho Chi Minh,OD02828,2024-12-02,30
KH00242,Hoang Van Tien,Ha Noi,OD04986,2024-07-07,16
KH00858,Ðang Thi Hanh,Ha Noi,OD07036,2024-11-19,69
KH00345,Tran Thi Bich Ngoc,Can Tho,OD07806,2024-08-14,70
KH00514,Ðang Thi Hanh,Ho Chi Minh,OD05906,2024-07-31,34
KH00315,Huynh Thi Thu Ha,Can Tho,OD04802,2024-03-26,90
KH00859,Le Minh Hoang,Hai Phong,OD03937,2024-01-01,97
KH00830,Ly Thi Kim Chi,Ða Nang,OD04231,2024-08-19,24
KH00485,Hoang Van Tien,Ha Noi,OD01352,2024-09-12,19
KH00293,Cao Minh Tam,Ha Noi,OD05233,2024-05-05,66
KH00019,Bui Thi Lan,Ho Chi Minh,OD00788,2024-09-27,73
KH00797,Hoang Van Tien,Ha Noi,OD01975,2024-04-22,88
KH00051,Bui Thi Lan,Ha Noi,OD02282,2024-04-18,20
KH00426,Pham Thi Thanh Huong,Ða Nang,OD01239,2024-01-01,38
KH00808,Le Minh Hoang,Hai Phong,OD00027,2024-12-09,31
KH00121,Bui Thi Lan,Ða Nang,OD04353,2024-11-01,8
KH00017,Le Minh Hoang,Ha Noi,OD07317,2024-07-17,73
KH00700,Ðo Hoang Anh,Hai Phong,OD06604,2024-11-14,76
KH00385,Ðang Thi Hanh,Can Tho,OD05003,2024-09-04,24
KH00956,Bui Thi Lan,Ha Noi,OD06182,2023-12-31,61
KH00634,Le Minh Hoang,Ða Nang,OD01839,2024-10-29,30
KH00996,Bui Thi Lan,Hai Phong,OD02813,2024-09-16,21
KH00879,Vu Minh Quan,Ða Nang,OD00194,2024-10-28,49
KH00528,Huynh Thi Thu Ha,Ha Noi,OD00366,2024-08-03,30
KH00737,Ðang Thi Hanh,Ho Chi Minh,OD01104,2024-03-17,35
KH00307,Cao Minh Tam,Ha Noi,OD06796,2024-03-03,85
KH00071,Cao Minh Tam,Ha Noi,OD05599,2024-04-04,36
KH00632,Vu Minh Quan,Can Tho,OD02975,2024-03-26,73
KH00937,Tran Thi Bich Ngoc,Ha Noi,OD04404,2024-11-16,11
KH00742,Ly Thi Kim Chi,Ða Nang,OD04670,2023-12-29,47
KH00160,Tran Thi Bich Ngoc,Ho Chi Minh,OD05118,2024-10-14,97
KH00612,Le Minh Hoang,Ha Noi,OD00928,2024-08-24,3
KH00114,Tran Thi Bich Ngoc,Ho Chi Minh,OD03236,2024-02-14,64
KH00597,Phan Thi Mai,Can Tho,OD03958,2024-10-02,63
KH00633,Pham Thi Thanh Huong,Can Tho,OD00723,2024-04-15,47
KH00706,Nguyen Van An,Hai Phong,OD00688,2024-02-28,21
KH00210,Tran Thi Bich Ngoc,Ða Nang,OD07661,2024-10-03,93
KH00038,Ðang Thi Hanh,Hai Phong,OD00289,2024-08-27,56
KH00736,Ðo Hoang Anh,Hai Phong,OD06562,2024-12-01,39
KH00313,Pham Thi Thanh Huong,Ða Nang,OD04886,2024-11-14,93
KH00834,Hoang Van Tien,Ða Nang,OD04977,2024-06-05,66
KH00986,Phan Thi Mai,Ho Chi Minh,OD00679,2024-10-01,51
KH00878,Vu Minh Quan,Ða Nang,OD06059,2024-12-04,70
KH00693,Vu Minh Quan,Ða Nang,OD00820,2024-09-29,54
KH00186,Cao Minh Tam,Ða Nang,OD05191,2024-04-02,99
KH00891,Le Minh Hoang,Ða Nang,OD04956,2024-03-12,48
KH00136,Ngo Van Long,Ha Noi,OD00178,2024-05-15,84
KH00807,Le Minh Hoang,Ha Noi,OD06543,2024-06-21,58
KH00020,Tran Thi Bich Ngoc,Ða Nang,OD07075,2024-09-14,7
KH00770,Phan Thi Mai,Ða Nang,OD05579,2024-07-18,70
KH00993,Nguyen Van An,Ha Noi,OD03449,2024-05-16,80
KH00600,Le Minh Hoang,Hai Phong,OD03258,2024-07-03,41
KH00234,Huynh Thi Thu Ha,Hai Phong,OD07771,2024-08-17,76
KH00351,Vu Minh Quan,Can Tho,OD05148,2024-08-24,58
KH00673,Ngo Van Long,Hai Phong,OD06036,2024-03-04,20
KH00960,Ðang Thi Hanh,Hai Phong,OD06548,2024-11-29,85
KH00664,Bui Thi Lan,Ha Noi,OD02425,2024-05-07,77
KH00029,Le Minh Hoang,Can Tho,OD06915,2024-11-30,44
KH00133,Bui Thi Lan,Ha Noi,OD01014,2024-09-06,68
KH00451,Ngo Van Long,Ho Chi Minh,OD02758,2024-08-21,32
KH00113,Ly Thi Kim Chi,Ha Noi,OD04321,2024-03-10,25
KH00684,Pham Thi Thanh Huong,Ða Nang,OD06396,2024-09-19,94
KH00153,Pham Thi Thanh Huong,Ha Noi,OD01703,2024-10-04,8
KH00495,Hoang Van Tien,Hai Phong,OD05826,2024-07-27,59
KH00382,Huynh Thi Thu Ha,Ða Nang,OD07297,2024-10-01,5
KH00177,Huynh Thi Thu Ha,Ha Noi,OD04891,2024-01-26,27
KH00346,Bui Thi Lan,Ho Chi Minh,OD02815,2024-11-16,4
KH00674,Ðo Hoang Anh,Can Tho,OD03409,2024-04-11,72
KH00086,Ngo Van Long,Ða Nang,OD03736,2024-06-16,45
KH00096,Ðang Thi Hanh,Ho Chi Minh,OD02026,2024-03-05,24
KH00183,Ðang Thi Hanh,Ha Noi,OD04343,2024-10-23,53
KH00805,Bui Thi Lan,Can Tho,OD01068,2024-05-14,62
KH00400,Bui Thi Lan,Hai Phong,OD01671,2024-08-09,22
KH00331,Bui Thi Lan,Hai Phong,OD01877,2023-12-23,8
KH00473,Ly Thi Kim Chi,Ða Nang,OD04128,2024-04-08,31
KH00657,Nguyen Van An,Ha Noi,OD01810,2024-02-05,34
KH00223,Pham Thi Thanh Huong,Ha Noi,OD01532,2024-07-03,48
KH00899,Phan Thi Mai,Ha Noi,OD01363,2024-07-03,44
KH00352,Pham Thi Thanh Huong,Ða Nang,OD07325,2024-11-11,4
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD04197,2024-05-24,11
KH00881,Ngo Van Long,Ho Chi Minh,OD01280,2024-05-10,53
KH00701,Ðo Hoang Anh,Hai Phong,OD01884,2024-11-02,27
KH00190,Le Minh Hoang,Ho Chi Minh,OD07055,2024-03-11,46
KH00933,Le Minh Hoang,Ho Chi Minh,OD03512,2024-10-16,68
KH00910,Tran Thi Bich Ngoc,Ha Noi,OD07793,2024-03-03,14
KH00087,Vu Minh Quan,Ða Nang,OD02161,2024-02-17,53
KH00758,Le Minh Hoang,Ho Chi Minh,OD01240,2024-06-18,42
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD03763,2024-06-09,99
KH00561,Ðo Hoang Anh,Hai Phong,OD01805,2024-08-26,67
KH00846,Le Minh Hoang,Can Tho,OD04106,2024-10-28,88
KH00928,Phan Thi Mai,Ho Chi Minh,OD01919,2024-04-16,61
KH00479,Hoang Van Tien,Hai Phong,OD03267,2024-05-09,41
KH00510,Hoang Van Tien,Ho Chi Minh,OD02022,2024-11-27,62
KH00932,Phan Thi Mai,Ho Chi Minh,OD04592,2024-07-17,31
KH00292,Huynh Thi Thu Ha,Can Tho,OD03872,2024-01-09,30
KH00955,Phan Thi Mai,Hai Phong,OD06910,2024-06-27,98
KH00432,Pham Thi Thanh Huong,Ho Chi Minh,OD05543,2024-06-01,60
KH00082,Phan Thi Mai,Ða Nang,OD07199,2024-04-24,80
KH00654,Tran Thi Bich Ngoc,Can Tho,OD07901,2024-09-26,61
KH00567,Nguyen Van An,Ða Nang,OD03433,2024-11-05,12
KH00336,Huynh Thi Thu Ha,Hai Phong,OD01287,2024-11-04,68
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD00235,2024-12-01,56
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD03866,2024-01-10,57
KH00945,Nguyen Van An,Can Tho,OD05538,2024-02-03,71
KH00529,Huynh Thi Thu Ha,Ha Noi,OD03394,2024-11-04,44
KH00569,Nguyen Van An,Ho Chi Minh,OD06950,2024-03-30,62
KH00242,Hoang Van Tien,Ha Noi,OD04587,2024-04-04,69
KH00514,Ðang Thi Hanh,Ho Chi Minh,OD06335,2024-01-22,1
KH00859,Le Minh Hoang,Hai Phong,OD05851,2024-03-31,47
KH00830,Ly Thi Kim Chi,Ða Nang,OD03862,2024-04-28,29
KH00293,Cao Minh Tam,Ha Noi,OD02208,2024-12-10,95
KH00019,Bui Thi Lan,Ho Chi Minh,OD01283,2024-01-25,98
KH00797,Hoang Van Tien,Ha Noi,OD02996,2024-03-20,17
KH00051,Bui Thi Lan,Ha Noi,OD02538,2024-11-02,49
KH00808,Le Minh Hoang,Hai Phong,OD00141,2024-08-13,4
KH00700,Ðo Hoang Anh,Hai Phong,OD03465,2024-02-28,76
KH00385,Ðang Thi Hanh,Can Tho,OD06158,2023-12-25,77
KH00956,Bui Thi Lan,Ha Noi,OD03364,2024-12-19,86
KH00634,Le Minh Hoang,Ða Nang,OD00444,2024-07-15,66
KH00879,Vu Minh Quan,Ða Nang,OD04654,2024-11-23,65
KH00737,Ðang Thi Hanh,Ho Chi Minh,OD06731,2024-10-13,17
KH00307,Cao Minh Tam,Ha Noi,OD06336,2024-03-21,17
KH00071,Cao Minh Tam,Ha Noi,OD03608,2024-09-01,13
KH00937,Tran Thi Bich Ngoc,Ha Noi,OD02223,2024-09-21,88
KH00612,Le Minh Hoang,Ha Noi,OD05484,2024-01-15,56
KH00114,Tran Thi Bich Ngoc,Ho Chi Minh,OD00118,2023-12-31,30
KH00597,Phan Thi Mai,Can Tho,OD04648,2024-03-11,86
KH00633,Pham Thi Thanh Huong,Can Tho,OD00979,2024-01-28,42
KH00706,Nguyen Van An,Hai Phong,OD04146,2024-09-24,94
KH00210,Tran Thi Bich Ngoc,Ða Nang,OD01998,2024-09-15,54
KH00038,Ðang Thi Hanh,Hai Phong,OD03894,2024-11-12,88
KH00986,Phan Thi Mai,Ho Chi Minh,OD04444,2024-09-26,64
KH00878,Vu Minh Quan,Ða Nang,OD04938,2024-11-08,22
KH00693,Vu Minh Quan,Ða Nang,OD02566,2024-05-07,16
KH00186,Cao Minh Tam,Ða Nang,OD06599,2024-11-30,28
KH00136,Ngo Van Long,Ha Noi,OD03624,2024-06-22,45
KH00807,Le Minh Hoang,Ha Noi,OD05076,2024-05-29,82
KH00020,Tran Thi Bich Ngoc,Ða Nang,OD00848,2024-01-27,8
KH00770,Phan Thi Mai,Ða Nang,OD03566,2023-12-29,50
KH00600,Le Minh Hoang,Hai Phong,OD00492,2024-11-20,84
KH00234,Huynh Thi Thu Ha,Hai Phong,OD01581,2024-06-09,57
KH00351,Vu Minh Quan,Can Tho,OD04229,2024-11-08,26
KH00673,Ngo Van Long,Hai Phong,OD07022,2024-05-01,98
KH00960,Ðang Thi Hanh,Hai Phong,OD01847,2024-03-05,39
KH00664,Bui Thi Lan,Ha Noi,OD04045,2024-04-11,63
KH00029,Le Minh Hoang,Can Tho,OD04427,2024-07-21,93
KH00133,Bui Thi Lan,Ha Noi,OD04181,2024-10-20,95
KH00451,Ngo Van Long,Ho Chi Minh,OD01053,2024-04-02,8
KH00495,Hoang Van Tien,Hai Phong,OD03058,2024-12-07,10
KH00382,Huynh Thi Thu Ha,Ða Nang,OD02905,2024-04-16,12
KH00177,Huynh Thi Thu Ha,Ha Noi,OD04519,2024-06-27,72
KH00346,Bui Thi Lan,Ho Chi Minh,OD01781,2024-12-20,74
KH00674,Ðo Hoang Anh,Can Tho,OD06309,2024-01-04,54
KH00183,Ðang Thi Hanh,Ha Noi,OD07868,2024-01-11,65
KH00805,Bui Thi Lan,Can Tho,OD07037,2024-06-20,61
KH00400,Bui Thi Lan,Hai Phong,OD04605,2024-07-31,25
KH00331,Bui Thi Lan,Hai Phong,OD02445,2024-11-25,40
KH00657,Nguyen Van An,Ha Noi,OD07332,2024-11-08,69
KH00223,Pham Thi Thanh Huong,Ha Noi,OD04139,2024-03-19,82
KH00899,Phan Thi Mai,Ha Noi,OD01513,2024-02-03,69
KH00352,Pham Thi Thanh Huong,Ða Nang,OD03929,2024-01-26,97
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD02502,2024-03-29,78
KH00881,Ngo Van Long,Ho Chi Minh,OD07944,2024-06-08,30
KH00933,Le Minh Hoang,Ho Chi Minh,OD07668,2024-05-28,94
KH00910,Tran Thi Bich Ngoc,Ha Noi,OD00330,2024-03-02,40
KH00087,Vu Minh Quan,Ða Nang,OD00512,2024-02-19,96
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD02036,2023-12-30,66
KH00561,Ðo Hoang Anh,Hai Phong,OD06414,2024-07-22,31
KH00928,Phan Thi Mai,Ho Chi Minh,OD04220,2024-07-27,84
KH00510,Hoang Van Tien,Ho Chi Minh,OD02276,2024-05-08,31
KH00932,Phan Thi Mai,Ho Chi Minh,OD00795,2024-11-15,41
KH00292,Huynh Thi Thu Ha,Can Tho,OD01079,2024-02-25,34
KH00432,Pham Thi Thanh Huong,Ho Chi Minh,OD01192,2024-03-04,34
KH00336,Huynh Thi Thu Ha,Hai Phong,OD00509,2024-12-17,17
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD03241,2024-12-15,66
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD06077,2024-08-19,82
KH00529,Huynh Thi Thu Ha,Ha Noi,OD02224,2024-11-08,16
KH00569,Nguyen Van An,Ho Chi Minh,OD02264,2024-01-14,57
KH00859,Le Minh Hoang,Hai Phong,OD03755,2024-05-18,63
KH00293,Cao Minh Tam,Ha Noi,OD00970,2024-03-01,44
KH00808,Le Minh Hoang,Hai Phong,OD05609,2024-03-30,86
KH00956,Bui Thi Lan,Ha Noi,OD05681,2024-09-01,22
KH00307,Cao Minh Tam,Ha Noi,OD02938,2024-03-11,18
KH00071,Cao Minh Tam,Ha Noi,OD02920,2024-02-11,44
KH00612,Le Minh Hoang,Ha Noi,OD03701,2024-12-16,68
KH00114,Tran Thi Bich Ngoc,Ho Chi Minh,OD01882,2024-02-09,18
KH00597,Phan Thi Mai,Can Tho,OD00548,2024-07-28,9
KH00633,Pham Thi Thanh Huong,Can Tho,OD05246,2024-02-09,84
KH00210,Tran Thi Bich Ngoc,Ða Nang,OD04466,2024-10-09,11
KH00986,Phan Thi Mai,Ho Chi Minh,OD01292,2024-06-25,33
KH00878,Vu Minh Quan,Ða Nang,OD06019,2024-03-12,23
KH00186,Cao Minh Tam,Ða Nang,OD01397,2024-10-20,15
KH00020,Tran Thi Bich Ngoc,Ða Nang,OD02354,2024-04-14,26
KH00770,Phan Thi Mai,Ða Nang,OD06989,2024-09-09,24
KH00600,Le Minh Hoang,Hai Phong,OD00976,2024-02-07,80
KH00234,Huynh Thi Thu Ha,Hai Phong,OD00602,2024-01-13,65
KH00351,Vu Minh Quan,Can Tho,OD06243,2024-07-07,9
KH00673,Ngo Van Long,Hai Phong,OD02320,2024-11-09,97
KH00960,Ðang Thi Hanh,Hai Phong,OD00902,2024-05-18,98
KH00664,Bui Thi Lan,Ha Noi,OD07097,2024-04-12,91
KH00133,Bui Thi Lan,Ha Noi,OD04211,2024-10-01,28
KH00382,Huynh Thi Thu Ha,Ða Nang,OD00354,2024-02-08,33
KH00400,Bui Thi Lan,Hai Phong,OD04267,2024-06-22,5
KH00657,Nguyen Van An,Ha Noi,OD06187,2024-03-17,89
KH00223,Pham Thi Thanh Huong,Ha Noi,OD02567,2024-11-11,61
KH00899,Phan Thi Mai,Ha Noi,OD02310,2024-08-28,64
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD01368,2024-08-01,7
KH00087,Vu Minh Quan,Ða Nang,OD04193,2024-12-07,81
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD06769,2024-02-29,38
KH00561,Ðo Hoang Anh,Hai Phong,OD05745,2024-10-09,71
KH00928,Phan Thi Mai,Ho Chi Minh,OD02569,2024-10-25,99
KH00292,Huynh Thi Thu Ha,Can Tho,OD06521,2024-06-13,17
KH00336,Huynh Thi Thu Ha,Hai Phong,OD07858,2024-04-18,7
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD03212,2024-04-26,61
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD02102,2024-08-24,88
KH00529,Huynh Thi Thu Ha,Ha Noi,OD03532,2024-01-26,62
KH00604,Pham Thi Thanh Huong,Ha Noi,OD03472,2024-07-07,57
KH00727,Nguyen Van An,Can Tho,OD06007,2024-05-22,16
KH00476,Nguyen Van An,Ða Nang,OD00936,2024-07-28,36
KH00277,Ðo Hoang Anh,Ha Noi,OD00318,2024-06-30,65
KH00692,Huynh Thi Thu Ha,Can Tho,OD05802,2024-02-04,40
KH00214,Huynh Thi Thu Ha,Ha Noi,OD03671,2024-05-01,48
KH00458,Hoang Van Tien,Can Tho,OD02070,2024-10-19,78
KH00443,Huynh Thi Thu Ha,Ho Chi Minh,OD04016,2024-04-16,45
KH00766,Cao Minh Tam,Ho Chi Minh,OD00525,2024-07-21,22
KH00831,Bui Thi Lan,Ha Noi,OD07522,2024-02-24,31
KH00622,Cao Minh Tam,Hai Phong,OD06441,2024-10-28,79
KH00844,Tran Thi Bich Ngoc,Ða Nang,OD06315,2024-03-24,47
KH00516,Huynh Thi Thu Ha,Can Tho,OD07214,2024-11-25,45
KH00641,Tran Thi Bich Ngoc,Ða Nang,OD00199,2024-06-27,65
KH00855,Bui Thi Lan,Ða Nang,OD07881,2024-02-03,82
KH00342,Pham Thi Thanh Huong,Ho Chi Minh,OD00439,2024-01-29,94
KH00078,Ðang Thi Hanh,Ho Chi Minh,OD06030,2024-06-05,24
KH00130,Cao Minh Tam,Can Tho,OD04817,2024-05-17,90
KH00880,Ly Thi Kim Chi,Ða Nang,OD07852,2024-06-22,7
